Tema;Ramo do direito;Assuntos;Tese Firmada;Anotações NUGEPNAC;Informações Complementares;Repercussão Geral
982;DIREITO PREVIDENCIÁRIO;(195) DIREITO PREVIDENCIÁRIO, (6094) Benefícios em Espécie, (6173) Pedidos Genéricos Relativos aos Benefícios em Espécie;Comprovadas a invalidez e a necessidade de assistência permanente de terceiro, é devido o acréscimo de 25% (vinte e cinco por cento), previsto no art. 45 da Lei n. 8.213/91, a todos os aposentados pelo RGPS, independentemente da modalidade de aposentadoria.;"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetado na sessão do dia 09/08/2017 (Primeira Seção).<br>O processo afetado neste Tema integra a Controvérsia n. 7/STJ (Direito Previdenciário).<br>RESPs n. 1.648.305/RS e 1.720.805/RJ - Relatora para acórdão Ministra Regina Helena Costa.<br><br>No julgamento do<b> Tema de Repercussão Geral n. 1095</b> (RE 1.221.446/RJ), o <b>STF fixou a seguinte tese:</b> ""No âmbito do Regime Geral de Previdência Social (RGPS), somente lei pode criar ou ampliar benefícios e vantagens previdenciárias, não sendo possível, por ora, a extensão do auxílio da grande invalidez (art. 45 da Lei n. 8.213/91) a todas às espécies de aposentadoria"". (Acórdão de Repercussão Geral publicado no DJe de 4/8/2021, tendo transitado em julgado em 13/8/2021). ";"Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 24/08/2017)<br><br>PUIL 236 (2016/0296822-0). A Ministra Relatora determinou: ""defiro, com fundamento nos arts.14, §§5º e 6º, da Lei 10.259/2001 e 2º, I, da Resolução 10/2007, do STJ, a medida liminar requerida, para determinar a suspensão dos processos nos quais tenha sido estabelecida a mesma controvérsia"". (decisão publicada no DJe 02/03/2017)<br><br>IRDR 5026813-68.2016.4.04.0000/TRF4 (n. 05)";Tema 1095/STF - Constitucionalidade da extensão do adicional de 25% (vinte e cinco por cento), previsto no artigo 45 da Lei 8.213/1991, aos segurados do Regime Geral de Previdência Social que comprovarem a invalidez e a necessidade de assistência permanente de outra pessoa, independentemente da espécie de aposentadoria.
983;DIREITO PENAL;(287) DIREITO PENAL, (10949) Violência Doméstica Contra a Mulher, (10642) Efeitos da Condenação;Nos casos de violência contra a mulher praticados no âmbito doméstico e familiar, é possível a fixação de valor mínimo indenizatório a título de dano moral, desde que haja pedido expresso da acusação ou da parte ofendida, ainda que não especificada a quantia, e independentemente de instrução probatória.;Processos destacados de ofício pelo relator.<br><br>REsp 1.643.051/MS - Afetado na sessão do dia 27/09/2017 (Terceira Seção).<br>REsp 1.675.874/MS - Afetado na sessão do dia 11/10/2017 (Terceira Seção).<br><br>Recurso Especial n. 1.675.874/MS afetado, em substituição ao REsp n. 1.683.324/DF, para julgamento sob o rito dos repetitivos, em conjunto com o REsp n. 1.643.051/MS.;Há determinação de o sobrestamento dos processos pendentes de julgamento na segunda instância, bem como daqueles em fase de admissibilidade de recurso para o Superior Tribunal de Justiça, não sendo necessária a suspensão de todos os feitos no território nacional (CPC, art. 1.037, II), sobretudo os que tramitam na primeira instância, dada a natureza eminentemente cível do tema a ser debatido. (decisão publicada no DJe de 24/10/2017);-
983;DIREITO PENAL;(287) DIREITO PENAL, (10949) Violência Doméstica Contra a Mulher, (10642) Efeitos da Condenação;Nos casos de violência contra a mulher praticados no âmbito doméstico e familiar, é possível a fixação de valor mínimo indenizatório a título de dano moral, desde que haja pedido expresso da acusação ou da parte ofendida, ainda que não especificada a quantia, e independentemente de instrução probatória.;Processos destacados de ofício pelo relator.<br><br>REsp 1.643.051/MS - Afetado na sessão do dia 27/09/2017 (Terceira Seção).<br>REsp 1.675.874/MS - Afetado na sessão do dia 11/10/2017 (Terceira Seção).<br><br>Recurso Especial n. 1.675.874/MS afetado, em substituição ao REsp n. 1.683.324/DF, para julgamento sob o rito dos repetitivos, em conjunto com o REsp n. 1.643.051/MS.;Há determinação de o sobrestamento dos processos pendentes de julgamento na segunda instância, bem como daqueles em fase de admissibilidade de recurso para o Superior Tribunal de Justiça, não sendo necessária a suspensão de todos os feitos no território nacional (CPC, art. 1.037, II), sobretudo os que tramitam na primeira instância, dada a natureza eminentemente cível do tema a ser debatido. (decisão publicada no DJe de 24/10/2017);-
983;DIREITO PENAL;(287) DIREITO PENAL, (10949) Violência Doméstica Contra a Mulher, (10642) Efeitos da Condenação;Nos casos de violência contra a mulher praticados no âmbito doméstico e familiar, é possível a fixação de valor mínimo indenizatório a título de dano moral, desde que haja pedido expresso da acusação ou da parte ofendida, ainda que não especificada a quantia, e independentemente de instrução probatória.;Processos destacados de ofício pelo relator.<br><br>REsp 1.643.051/MS - Afetado na sessão do dia 27/09/2017 (Terceira Seção).<br>REsp 1.675.874/MS - Afetado na sessão do dia 11/10/2017 (Terceira Seção).<br><br>Recurso Especial n. 1.675.874/MS afetado, em substituição ao REsp n. 1.683.324/DF, para julgamento sob o rito dos repetitivos, em conjunto com o REsp n. 1.643.051/MS.;Há determinação de o sobrestamento dos processos pendentes de julgamento na segunda instância, bem como daqueles em fase de admissibilidade de recurso para o Superior Tribunal de Justiça, não sendo necessária a suspensão de todos os feitos no território nacional (CPC, art. 1.037, II), sobretudo os que tramitam na primeira instância, dada a natureza eminentemente cível do tema a ser debatido. (decisão publicada no DJe de 24/10/2017);-
984;DIREITO PROCESSUAL PENAL;(1209) DIREITO PROCESSUAL PENAL;"1ª) As tabelas de honorários elaboradas unilateralmente pelos Conselhos Seccionais da OAB não vinculam o magistrado no momento de arbitrar o valor da remuneração a que faz jus o defensor dativo que atua no processo penal; servem como referência para o estabelecimento de valor que seja justo e que reflita o labor despendido pelo advogado;<br />
2ª) Nas hipóteses em que o juiz da causa considerar desproporcional a quantia indicada na tabela da OAB em relação aos esforços despendidos pelo defensor dativo para os atos processuais praticados, poderá, motivadamente, arbitrar outro valor;<br />
3ª) São, porém, vinculativas, quanto aos valores estabelecidos para os atos praticados por defensor dativo, as tabelas produzidas mediante acordo entre o Poder Público, a Defensoria Pública e a seccional da OAB.<br />
4ª) Dado o disposto no art. 105, parágrafo único, II, da Constituição da República, possui caráter vinculante a Tabela de Honorários da Justiça Federal, assim como tabelas similares instituídas, eventualmente, pelos órgãos competentes das Justiças dos Estados e do Distrito Federal, na forma dos arts 96, I, e 125, § 1º, parte final, da Constituição da República.
";"Processos destacados de ofício pelo relator.<br />
Afetação na sessão do dia 25/10/2017 (Terceira Seção).
";"Há determinação de sobrestamento apenas dos recursos especiais interpostos, bem como aqueles recursos que já foram decididos, mas que ainda pendem de agravo regimental ou embargos de declaração, exclusivamente no que tange à discussão sobre honorários advocatícios, nada obstando o prosseguimento dos feitos relativamente à questão penal subjacente, evitando-se, com isso, prejuízos ao andamento das ações penais, a despeito da previsão contida no art. 1.037, II, do CPC (decisão publicada no DJe de 08/11/2017).
";-
984;DIREITO PROCESSUAL PENAL;(1209) DIREITO PROCESSUAL PENAL;"1ª) As tabelas de honorários elaboradas unilateralmente pelos Conselhos Seccionais da OAB não vinculam o magistrado no momento de arbitrar o valor da remuneração a que faz jus o defensor dativo que atua no processo penal; servem como referência para o estabelecimento de valor que seja justo e que reflita o labor despendido pelo advogado;<br />
2ª) Nas hipóteses em que o juiz da causa considerar desproporcional a quantia indicada na tabela da OAB em relação aos esforços despendidos pelo defensor dativo para os atos processuais praticados, poderá, motivadamente, arbitrar outro valor;<br />
3ª) São, porém, vinculativas, quanto aos valores estabelecidos para os atos praticados por defensor dativo, as tabelas produzidas mediante acordo entre o Poder Público, a Defensoria Pública e a seccional da OAB.<br />
4ª) Dado o disposto no art. 105, parágrafo único, II, da Constituição da República, possui caráter vinculante a Tabela de Honorários da Justiça Federal, assim como tabelas similares instituídas, eventualmente, pelos órgãos competentes das Justiças dos Estados e do Distrito Federal, na forma dos arts 96, I, e 125, § 1º, parte final, da Constituição da República.
";"Processos destacados de ofício pelo relator.<br />
Afetação na sessão do dia 25/10/2017 (Terceira Seção).
";"Há determinação de sobrestamento apenas dos recursos especiais interpostos, bem como aqueles recursos que já foram decididos, mas que ainda pendem de agravo regimental ou embargos de declaração, exclusivamente no que tange à discussão sobre honorários advocatícios, nada obstando o prosseguimento dos feitos relativamente à questão penal subjacente, evitando-se, com isso, prejuízos ao andamento das ações penais, a despeito da previsão contida no art. 1.037, II, do CPC (decisão publicada no DJe de 08/11/2017).
";-
985;DIREITO CIVIL;(899) DIREITO CIVIL, (10432) Coisas, (10448) Propriedade, (10455) Aquisição, (10458) Usucapião Extraordinária;O reconhecimento da usucapião extraordinária, mediante o preenchimento dos requisitos específicos, não pode ser obstado em razão de a área usucapienda ser inferior ao módulo estabelecido em lei municipal.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetação na sessão eletrônica iniciada em 29/11/2017 e finalizada em 05/12/2017 (Segunda Seção).<br>Os processos afetados neste Tema integram a Controvérsia n. 22/STJ (Direito Civil).;Suspensão da tramitação de processos em todo território nacional, inclusive os que tramitem nos juizados especiais (art. 1.037, II, CPC), ressalvando que não é obstada a propositura de novas ações, tampouco a sua distribuição, bem como que não se aplica o sobrestamento às transações efetuadas ou que vierem a ser concluídas (acórdão publicado no DJe de 12/12/2017).;-
985;DIREITO CIVIL;(899) DIREITO CIVIL, (10432) Coisas, (10448) Propriedade, (10455) Aquisição, (10458) Usucapião Extraordinária;O reconhecimento da usucapião extraordinária, mediante o preenchimento dos requisitos específicos, não pode ser obstado em razão de a área usucapienda ser inferior ao módulo estabelecido em lei municipal.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetação na sessão eletrônica iniciada em 29/11/2017 e finalizada em 05/12/2017 (Segunda Seção).<br>Os processos afetados neste Tema integram a Controvérsia n. 22/STJ (Direito Civil).;Suspensão da tramitação de processos em todo território nacional, inclusive os que tramitem nos juizados especiais (art. 1.037, II, CPC), ressalvando que não é obstada a propositura de novas ações, tampouco a sua distribuição, bem como que não se aplica o sobrestamento às transações efetuadas ou que vierem a ser concluídas (acórdão publicado no DJe de 12/12/2017).;-
986;DIREITO TRIBUTÁRIO;(5946) ICMS/ Imposto sobre Circulação de Mercadorias, (6011) Fato Gerador/Incidência;"<p><span style=""font-size:14px"">A Tarifa de Uso do Sistema de Transmissão (TUST) e/ou a Tarifa de Uso de Distribuição (TUSD), quando lançada na fatura de energia elétrica, como encargo a ser suportado diretamente pelo consumidor final (seja ele livre ou cativo), integra, para os fins do art. 13, § 1º, II, 'a', da LC 87/1996, a base de cálculo do ICMS.</span></p>";"<p><b>Modulação de efeitos: </b></p><p>O Ministro Relator Herman Benjamin lavrou o acórdão consignando o seguinte: <br />1. Considerando que até o julgamento do REsp 1.163.020/RS - que promoveu mudança na jurisprudência da Primeira Turma-a orientação das Turmas que compõem a Seção de Direito Público do STJ era, s.m.j., toda favorável ao contribuinte do ICMS nas operações de energia elétrica, proponho, com base no art. 927, § 3º, do CPC, a modulação dos efeitos, a incidir exclusivamente em favor dos consumidores que, até 27.3.2017-data de publicação do acórdão proferido julgamento do REsp 1.163.020/RS-, hajam sido beneficiados por decisões que tenham deferido a antecipação de tutela, desde que elas (as decisões provisórias) se encontrem ainda vigentes, para, independente de depósito judicial, autorizar o recolhimento do ICMS sem a inclusão da TUST/TUSD na base de cálculo. Note-se que mesmo estes contribuintes submetem-se ao pagamento do ICMS, observando na base de cálculo a inclusão da TUST e TUSD, a partir da publicação do presente acórdão-aplicável, quanto aos contribuintes com decisões favoráveis transitadas em julgado, o disposto adiante, ao final.</p><p>2. A modulação aqui proposta, portanto, não beneficia contribuintes nas seguintes condições: a) sem ajuizamento de demanda judicial; b) com ajuizamento de demanda judicial, mas na qual inexista Tutela de Urgência ou de Evidência (ou cuja tutela outrora concedida não mais se encontre vigente, por ter sido cassada ou reformada); c) com ajuizamento de demanda judicial, na qual a Tutela de Urgência ou Evidência tenha sido condicionada à realização de depósito judicial; e d) com ajuizamento de demanda judicial, na qual a Tutela de Urgência ou Evidência tenha sido concedida após 27.3.2017.</p><p>3. Em relação às demandas transitadas em julgado com decisão favorável ao contribuinte, eventual modificação está sujeita à análise individual (caso a caso), mediante utilização, quando possível, da via processual adequada.</p><p>Processos destacados de ofício pelo relator.</p><p>Afetação na sessão eletrônica iniciada em 22/11/2017 e finalizada em 28/11/2017 (Primeira Seção).<br /><b>Vide Controvérsia n. 24/STJ.</b></p>";<p>Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 15/12/2017)</p>;Tema 956/STF - Inclusão da Tarifa de Uso do Sistema de Transmissão (TUST) e da Tarifa de Uso do Sistema de Distribuição (TUSD) na base de cálculo do Imposto sobre Circulação de Mercadorias (ICMS) incidente sobre energia elétrica.
986;DIREITO TRIBUTÁRIO;(5946) ICMS/ Imposto sobre Circulação de Mercadorias, (6011) Fato Gerador/Incidência;"<p><span style=""font-size:14px"">A Tarifa de Uso do Sistema de Transmissão (TUST) e/ou a Tarifa de Uso de Distribuição (TUSD), quando lançada na fatura de energia elétrica, como encargo a ser suportado diretamente pelo consumidor final (seja ele livre ou cativo), integra, para os fins do art. 13, § 1º, II, 'a', da LC 87/1996, a base de cálculo do ICMS.</span></p>";"<p><b>Modulação de efeitos: </b></p><p>O Ministro Relator Herman Benjamin lavrou o acórdão consignando o seguinte: <br />1. Considerando que até o julgamento do REsp 1.163.020/RS - que promoveu mudança na jurisprudência da Primeira Turma-a orientação das Turmas que compõem a Seção de Direito Público do STJ era, s.m.j., toda favorável ao contribuinte do ICMS nas operações de energia elétrica, proponho, com base no art. 927, § 3º, do CPC, a modulação dos efeitos, a incidir exclusivamente em favor dos consumidores que, até 27.3.2017-data de publicação do acórdão proferido julgamento do REsp 1.163.020/RS-, hajam sido beneficiados por decisões que tenham deferido a antecipação de tutela, desde que elas (as decisões provisórias) se encontrem ainda vigentes, para, independente de depósito judicial, autorizar o recolhimento do ICMS sem a inclusão da TUST/TUSD na base de cálculo. Note-se que mesmo estes contribuintes submetem-se ao pagamento do ICMS, observando na base de cálculo a inclusão da TUST e TUSD, a partir da publicação do presente acórdão-aplicável, quanto aos contribuintes com decisões favoráveis transitadas em julgado, o disposto adiante, ao final.</p><p>2. A modulação aqui proposta, portanto, não beneficia contribuintes nas seguintes condições: a) sem ajuizamento de demanda judicial; b) com ajuizamento de demanda judicial, mas na qual inexista Tutela de Urgência ou de Evidência (ou cuja tutela outrora concedida não mais se encontre vigente, por ter sido cassada ou reformada); c) com ajuizamento de demanda judicial, na qual a Tutela de Urgência ou Evidência tenha sido condicionada à realização de depósito judicial; e d) com ajuizamento de demanda judicial, na qual a Tutela de Urgência ou Evidência tenha sido concedida após 27.3.2017.</p><p>3. Em relação às demandas transitadas em julgado com decisão favorável ao contribuinte, eventual modificação está sujeita à análise individual (caso a caso), mediante utilização, quando possível, da via processual adequada.</p><p>Processos destacados de ofício pelo relator.</p><p>Afetação na sessão eletrônica iniciada em 22/11/2017 e finalizada em 28/11/2017 (Primeira Seção).<br /><b>Vide Controvérsia n. 24/STJ.</b></p>";<p>Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 15/12/2017)</p>;Tema 956/STF - Inclusão da Tarifa de Uso do Sistema de Transmissão (TUST) e da Tarifa de Uso do Sistema de Distribuição (TUSD) na base de cálculo do Imposto sobre Circulação de Mercadorias (ICMS) incidente sobre energia elétrica.
