Tipo,Número,Situação,Processos Representativos,Data Afetação,Data Desafetação,Data Julgamento,Data Publicação,Data Trâns. Julgado,Ramo Direito,Assunto,Controvérsia,Tese Firmada,Ementa,Ratio Decidendi,Referência Legislativa,Decisão Admissão/Afetação,Acórdão da Admissão ou Afetação do Precedente,Acórdão do Julgamento do Mérito do Precedente,Observações,Limite Suspensão,Detalhamento abrangência suspensão específica,Decisão Suspensão,Data da Determinação de Suspensão de Processos,Link da Decisão de Suspensão,Titulo
Tema STJ,378,Transitado em julgado,00588763620074010000/STJ,11/03/2010,,04/02/2016,24/01/2018,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Crédito Tributário, Suspensão da Exigibilidade, Carta de fiança","Questão referente à possibilidade ou não de substituição do depósito integral do montante da exação por fiança bancária, sob o enfoque do art. 151 do CTN e do Enunciado Sumular n. 112 desta Corte.","A fiança bancária não é equiparável ao depósito integral do débito exequendo para fins de suspensão da exigibilidade do crédito tributário, ante a taxatividade do art. 151 do CTN e o teor do Enunciado Sumular n. 112 desta Corte.",,,,,,,,Abrangência Específica,,,11/03/2010,,"Tema 378 - DIREITO TRIBUTÁRIO, Crédito Tributário, Suspensão da Exigibilidade, Carta de fiança - A fiança bancária não é equiparável ao depósito integral do débito exequendo para fins de suspensão da exigibilidade do crédito tributário, ante a taxatividade do art. 151 do CTN e o teor do Enunciado Sumular n. 112 desta Corte."
Tema STJ,379,Transitado em julgado,"00027998320074036100/STJ, 00027998320074036100/STJ, 00277541820064036100/STJ, 00395869219994036100/STJ, 00565288820074030000/STJ",02/05/2017,,09/06/2017,19/06/2017,08/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Prazo, Recurso","Definir o termo inicial para contagem do prazo recursal quando a intimação é feita por oficial de justiça ou por carta de ordem, precatória ou rogatária (se da data da juntada aos autos do mandado cumprido, à luz do artigo 241, incisos II e IV, do CPC, ou","Nos casos de intimação/citação realizadas por Correio, Oficial de Justiça, ou por Carta de Ordem, Precatória ou Rogatória, o prazo recursal inicia-se com a juntada aos autos do aviso de recebimento, do mandado cumprido, ou da juntada da carta. ",,,,,,,,Não Suspender,,,,,"Tema 379 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Prazo, Recurso - Nos casos de intimação/citação realizadas por Correio, Oficial de Justiça, ou por Carta de Ordem, Precatória ou Rogatória, o prazo recursal inicia-se com a juntada aos autos do aviso de recebimento, do mandado cumprido, ou da juntada da carta. "
Tema STJ,380,Transitado em julgado,04597209720084040000/STJ,18/03/2010,,02/02/2016,,08/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução, Multa de 10%","Discute-se a aplicação da multa de 10%, prevista no caput do artigo 475-J, do CPC, na hipótese em que o devedor, na fase de cumprimento de sentença ilíquida, efetua o depósito das quantias incontroversas e apresenta garantias referentes aos valores contro","No caso de sentença ilíquida, para a imposição da multa prevista no art. 475-J do CPC, revela-se indispensável (i) a prévia liquidação da obrigação; e, após, o acertamento, (ii) a intimação do devedor, na figura do seu Advogado, para pagar o quantum ao fi",,,,,,,,Abrangência Específica,,,18/03/2010,,"Tema 380 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução, Multa de 10% - No caso de sentença ilíquida, para a imposição da multa prevista no art. 475-J do CPC, revela-se indispensável (i) a prévia liquidação da obrigação; e, após, o acertamento, (ii) a intimação do devedor, na figura do seu Advogado, para pagar o quantum ao fi"
Tema STJ,381,Transitado em julgado,"00010047220054047203/STJ, 00054426720074047108/STJ",22/03/2010,,02/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,"Questão referente à possibilidade ou não de aplicação das regras da imputação do pagamento, previstas no Código Civil, à compensação tributária, de modo que a amortização da dívida da Fazenda perante o contribuinte, mediante compensação, seja realizada pr",A regra de imputação de pagamentos estabelecida no art. 354 do Código Civil não se aplica às hipóteses de compensação tributária.,,,,,,,,Abrangência Específica,,,22/03/2010,,Tema 381 - DIREITO TRIBUTÁRIO - A regra de imputação de pagamentos estabelecida no art. 354 do Código Civil não se aplica às hipóteses de compensação tributária.
Tema STJ,382,Transitado em julgado,82649926720028130024/STJ,22/03/2010,,02/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Obrigação Tributária, Responsabilidade tributária","Questão referente à possibilidade ou não de extensão da responsabilidade tributária da empresa sucessora às multas, moratórias ou de outra espécie, aplicadas à empresa sucedida, e não apenas aos tributos por esta devidos.","A responsabilidade tributária do sucessor abrange, além dos tributos devidos pelo sucedido, as multas moratórias ou punitivas, que, por representarem dívida de valor, acompanham o passivo do patrimônio adquirido pelo sucessor, desde que seu fato gerador t",,,,,,,,Abrangência Específica,,,22/03/2010,,"Tema 382 - DIREITO TRIBUTÁRIO, Obrigação Tributária, Responsabilidade tributária - A responsabilidade tributária do sucessor abrange, além dos tributos devidos pelo sucedido, as multas moratórias ou punitivas, que, por representarem dívida de valor, acompanham o passivo do patrimônio adquirido pelo sucessor, desde que seu fato gerador t"
Tema STJ,384,Transitado em julgado,00053821220054036100/STJ,23/03/2010,,02/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Expedição de Certidão Positiva de Débito com Efeito de Negativa","Discute-se a legalidade ou não da recusa do fornecimento de Certidão Negativa de Débitos - CND ou Positiva com efeitos de Negativa - CPD-EN ao contribuinte que, na seara administrativa, pleiteou a revisão de lançamento, fundado na alegação de pagamento in","A recusa, pela Administração Fazendária Federal, do fornecimento de Certidão Positiva com efeitos de Negativa (CPD-EN), no período de 30.12.2004 a 30.12.2005, revela-se ilegítima na hipótese em que configurada pendência superior a 30 (trinta) dias do pedi",,,,,,,,Abrangência Específica,,,23/03/2010,,"Tema 384 - DIREITO TRIBUTÁRIO, Expedição de Certidão Positiva de Débito com Efeito de Negativa - A recusa, pela Administração Fazendária Federal, do fornecimento de Certidão Positiva com efeitos de Negativa (CPD-EN), no período de 30.12.2004 a 30.12.2005, revela-se ilegítima na hipótese em que configurada pendência superior a 30 (trinta) dias do pedi"
Tema STJ,387,Transitado em julgado,00683491420048190001/STJ,24/03/2010,,02/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Impostos, IPTU/ Imposto Predial e Territorial Urbano, Crédito Tributário, Lançamento","Questão referente à alteração de dados cadastrais do imóvel não constitui erro de fato apto a ensejar a revisão do lançamento de IPTU, à luz do disposto nos artigos 146 e 149, do CTN.","A retificação de dados cadastrais do imóvel, após a constituição do crédito tributário, autoriza a revisão do lançamento pela autoridade administrativa (desde que não extinto o direito potestativo da Fazenda Pública pelo decurso do prazo decadencial), qua",,,,,,,,Abrangência Específica,,,24/03/2010,,"Tema 387 - DIREITO TRIBUTÁRIO, Impostos, IPTU/ Imposto Predial e Territorial Urbano, Crédito Tributário, Lançamento - A retificação de dados cadastrais do imóvel, após a constituição do crédito tributário, autoriza a revisão do lançamento pela autoridade administrativa (desde que não extinto o direito potestativo da Fazenda Pública pelo decurso do prazo decadencial), qua"
Tema STJ,388,Transitado em julgado,00037994520034036105/STJ,24/03/2010,,02/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Câmbio, Fato Gerador/Incidência, Contribuições Especiais, CPMF/Contribuição Provisória sobre Movimentação Financeira, Espécies de Contratos",Discute-se a incidência ou não da CPMF (Contribuição Provisória sobre Movimentação ou Transmissão de Valores de Créditos e Direitos de natureza Financeira) sobre a conversão de crédito decorrente de empréstimo em investimento externo direto (contrato de c,"A Contribuição Provisória sobre Movimentação ou Transmissão de Valores de Créditos e Direitos de Natureza Financeira - CPMF, enquanto vigente, incidia sobre a conversão de crédito decorrente de empréstimo em investimento externo direto (contrato de câmbio",,,,,,,,Não Suspender,,,,,"Tema 388 - DIREITO TRIBUTÁRIO, Câmbio, Fato Gerador/Incidência, Contribuições Especiais, CPMF/Contribuição Provisória sobre Movimentação Financeira, Espécies de Contratos - A Contribuição Provisória sobre Movimentação ou Transmissão de Valores de Créditos e Direitos de Natureza Financeira - CPMF, enquanto vigente, incidia sobre a conversão de crédito decorrente de empréstimo em investimento externo direto (contrato de câmbio"
Tema STJ,389,Transitado em julgado,02072230819894036104/STJ,24/03/2010,,02/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, II/ Imposto sobre Importação","Discute-se a responsabilidade tributária dos agentes marítimos representantes de transportadora, no que concerne ao Imposto de Importação.","O agente marítimo, no exercício exclusivo de atribuições próprias, no período anterior à vigência do Decreto-Lei 2.472/88 (que alterou o artigo 32, do Decreto-Lei 37/66), não ostentava a condição de responsável tributário, nem se equiparava ao transportad",,,,,,,,Abrangência Específica,,,24/03/2010,,"Tema 389 - DIREITO TRIBUTÁRIO, II/ Imposto sobre Importação - O agente marítimo, no exercício exclusivo de atribuições próprias, no período anterior à vigência do Decreto-Lei 2.472/88 (que alterou o artigo 32, do Decreto-Lei 37/66), não ostentava a condição de responsável tributário, nem se equiparava ao transportad"
Tema STJ,391,Transitado em julgado,01073617720038260000/STJ,24/03/2010,,02/02/2016,,08/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Competência","Discute-se a competência do juízo do inventário (arrolamento sumário) para apreciar pedido de reconhecimento de isenção do ITCMD (Imposto sobre Transmissão Causa Mortis e Doação de quaisquer Bens ou Direitos), à luz do disposto no artigo 179, do CTN.","O juízo do inventário, na modalidade de arrolamento sumário, não detém competência para apreciar pedido de reconhecimento da isenção do ITCMD (Imposto sobre Transmissão Causa Mortis e Doação de quaisquer Bens ou Direitos), à luz do disposto no caput do ar",,,,,,,,Abrangência Específica,,,24/03/2010,,"Tema 391 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Competência - O juízo do inventário, na modalidade de arrolamento sumário, não detém competência para apreciar pedido de reconhecimento da isenção do ITCMD (Imposto sobre Transmissão Causa Mortis e Doação de quaisquer Bens ou Direitos), à luz do disposto no caput do ar"
Tema STJ,392,Transitado em julgado,00058379720074020000/STJ,24/03/2010,,02/02/2016,,08/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Estabelecer se consubstancia uma faculdade do Juiz a reunião de processos contra o mesmo devedor por conveniência da unidade da garantia da execução, nos termos do art. 28 da Lei 6.830/80.","A reunião de processos contra o mesmo devedor, por conveniência da unidade da garantia da execução, nos termos do art. 28 da Lei 6.830/80, é uma faculdade outorgada ao juiz, e não um dever.",,,,,,,,Abrangência Específica,,,24/03/2010,,"Tema 392 - DIREITO PROCESSUAL CIVIL E DO TRABALHO - A reunião de processos contra o mesmo devedor, por conveniência da unidade da garantia da execução, nos termos do art. 28 da Lei 6.830/80, é uma faculdade outorgada ao juiz, e não um dever."
Tema STJ,393,Transitado em julgado,90404249720018260000/STJ,23/03/2010,,02/02/2016,,08/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Penhora / Depósito/ Avaliação","Questão referente à possibilidade ou não de, em concurso de credores, o crédito tributário de uma autarquia federal, in casu, o INSS, preferir os créditos da Fazenda Estadual, considerando-se a coexistência de execuções e penhoras, nos termos dos arts. 18","O crédito tributário de autarquia federal goza do direito de preferência em relação àquele de que seja titular a Fazenda Estadual, desde que a penhora recaia sobre o mesmo bem.",,,,,,,,Abrangência Específica,,,23/03/2010,,"Tema 393 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Penhora / Depósito/ Avaliação - O crédito tributário de autarquia federal goza do direito de preferência em relação àquele de que seja titular a Fazenda Estadual, desde que a penhora recaia sobre o mesmo bem."
Tema STJ,394,Transitado em julgado,00284281619944036100/STJ,26/03/2010,,02/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPJ/Imposto de Renda de Pessoa Jurídica, Crédito Tributário, Suspensão da Exigibilidade, Base de Cálculo, Depósito Judicial",Discute-se a legalidade dos arts. 7º e 8º da Lei 8.541/1992 - Vedação à dedutibilidade para a apuração de base de cálculo de Imposto de Renda.,"Os depósitos judiciais utilizados para suspender a exigibilidade do crédito tributário consistem em ingressos tributários, sujeitos à sorte da demanda judicial, e não em receitas tributárias, de modo que não são dedutíveis da base de cálculo do IRPJ até o",,,,,,,,Processos em Segunda Instância,,,26/03/2010,,"Tema 394 - DIREITO TRIBUTÁRIO, IRPJ/Imposto de Renda de Pessoa Jurídica, Crédito Tributário, Suspensão da Exigibilidade, Base de Cálculo, Depósito Judicial - Os depósitos judiciais utilizados para suspender a exigibilidade do crédito tributário consistem em ingressos tributários, sujeitos à sorte da demanda judicial, e não em receitas tributárias, de modo que não são dedutíveis da base de cálculo do IRPJ até o"
Tema STJ,395,Transitado em julgado,04255907920068130384/STJ,18/02/2010,,02/02/2016,,08/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Recurso","Questão referente ao valor que representa 50 (cinqüenta) Obrigações Reajustáveis do Tesouro Nacional - ORTN, à luz do disposto no artigo 34, da Lei n.º 6.830, de 22 de setembro de 1980, para fins de alçada.","Adota-se como valor de alçada para o cabimento de apelação em sede de execução fiscal o valor de R$ 328,27 (trezentos e vinte e oito reais e vinte e sete centavos), corrigido pelo IPCA-E a partir de janeiro de 2001, valor esse que deve ser observado à dat",,,,,,,,Abrangência Específica,,,18/02/2010,,"Tema 395 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Recurso - Adota-se como valor de alçada para o cabimento de apelação em sede de execução fiscal o valor de R$ 328,27 (trezentos e vinte e oito reais e vinte e sete centavos), corrigido pelo IPCA-E a partir de janeiro de 2001, valor esse que deve ser observado à dat"
